Key,Id,Shared Comments,English(en),English(en) Comments,Polish(pl),Polish(pl) Comments
"VirusOffense/Dialogues/Tutorial/Shooting2",31060774383616,"","It seems viruses have already damaged them so much that they can't do anything. Oh, and there are some weapons for us to try out!","","Wygląda na to że wirusy zdążyły je zranić tak bardzo, że nie mogą nic zrobić. O, i są tu jakieś pukawki dla nas do wypróbowania!",""
"VirusOffense/Dialogues/Tutorial/Shooting3",31165896224768,"","Doors are locked in broken safety mechanism loop, we need to finish those turrets to go further.","","Drzwi się zablokowały w pętli mechanizmu bezpieczeństwa, musimy zniszczyć te wieżyczki by przejść dalej.",""
"VirusOffense/Dialogues/Tutorial/FirewallAttack0",39992741883904,"","Uh oh, this can't be good...","","Oho, to nie może być nic dobrego..",""
"VirusOffense/Dialogues/Tutorial/FirewallAttack1",40047032954880,"","{{userName}}! Are you okay? Oh no, and I just used Integrity Boost...","","{{userName}}! Wszystko w porządku? O nie, a już użyłam Wzmacniacza Integralności...",""
"VirusOffense/Dialogues/Tutorial/FirewallAttack2",40049046220800,"","Here, let me try this...","","Może spróbuję tego...",""
"VirusOffense/Dialogues/Tutorial/FirewallAttack3",40050489061376,"","While we don't have any Boosters, we can still share our own Integrity Points with each other. That way we can even save each other from complete disintegration, but you need to be quick.","","Kiedy nie mamy żadnych Wzmacniaczy Integralności, wciąż jesteśmy w stanie współdzielić Punkty Integralności ze sobą. W ten sposób może uratować się nawzajem przed kompletną dezintegracją, ale musimy być szybcy.",""
"VirusOffense/Dialogues/Tutorial/FirewallAttack4",40052233891840,"","You can use Integrity Boosts and Integrity Sacrifice by clicking [Q]. Just be careful with it. okay?","","Moszesz użyc Wzmacniacz Integralności i Poświęcenie Integralności poprzez kliknięcie [Q]. Ale bądź z tym ostrożny, okej?",""
"VirusOffense/Dialogues/Tutorial/Buttons0",66915471749120,"","Okay, to enter next chamber we need to click both buttons at once.","","Okej, aby przejść do następnego pomieszczenia musimy nacisnąć dwa przyciski naraz.",""
"VirusOffense/Dialogues/Tutorial/Buttons1",66922782420992,"","it's a simple safety measure, but hey, we still read twisted letters in CAPTCHAs to prove we're not robots.","","To prosty mechanizm bezpieczeństwa, ale hej, wciąż używamy powyginanych literek jako CAPTCHA by udowodnić bycie człowiekiem!",""
"VirusOffense/Dialogues/Tutorial/Buttons2",66923357040640,"","Use right mouse button to make me move in any direction. From now on you can order me to move anywhere you want. Just don't make me run into lava or something like that, okay?","","Użyj prawego klawisza myszy bym poruszyła się w dowolnym kierunku. Od teraz możesz mi wydawać rozkazy. Tylko nie każ mi iść prosto w lawę ani nic tego rodzaju, okej?",""
"VirusOffense/Dialogues/Tutorial/DroneAttack0",67180451098624,"","Wait, something's wrong...","","Czekaj, coś jest nie tak...",""
"VirusOffense/Dialogues/Tutorial/DroneAttack1",67248797282304,"","The safety drones! They're attacking us, prepare to fight!","","Drony bezpieczeństwa! Atakują nas, przygotuj się na walkę!",""
"VirusOffense/Dialogues/Tutorial/DronesKilled0",67349867425792,"","That was the last one. Strange, they all followed us but none has attacked us. Maybe viruses disabled their weapons?","","To był ostatni. Dziwne, poruszały się za nami ale żaden nie atakował. Może wirusy wyłączyły im bronie?",""
"VirusOffense/Dialogues/Tutorial/DronesKilled1",67352748912640,"","Let me check one of them up close... hm, that blade seems to be stuck in... ","","Niech no zobaczę z bliska... hm, to ostrze wydaje się zatrzaśnięte...",""
"VirusOffense/Dialogues/Tutorial/DronesKilled2",67354292416512,"","OUCH! I cut myself, stupid, stupid!","","AUĆ! Zacięłam się, durna ja, durna!",""
"VirusOffense/Dialogues/Tutorial/DronesKilled3",67355668148224,"","Luckily I brought Integrity Booster with me. We can use them to heal both of us anytime we want, but they are one use only.","","Na szczęśnie wzięłam ze sobą Wzmacniacz Integralności. Możemy je używać by uleczyć nas oboje kiedykolwiek chcemy, ale są jednorazowe.",""
"VirusOffense/Dialogues/Tutorial/DronesKilled4",67357316509696,"","See? I'm full health again! Oh, and door seems to unstuck already too, how convenient! Let's go~!","","Widzisz? Znów mam pełne zdrowie! O, i drzwi się odblokowały, jak wygodnie! Chodźmy~!",""
"VirusOffense/Dialogues/Survival/GameStart0",77281698279424,"","Hi! We're currently in a system that is completely overwhelmed by viruses...","","Cześć! Uważaj, jesteśmy w systemie kompletnie przepełniony wirusami...",""
"VirusOffense/Dialogues/Survival/GameStart1",77388002914304,"","While there is no chance of beating them all, we still can try to clear as many waves we can!","","O ile nie mamy szans pokonać ich wszystkiech, wciąż możemy wyczyścić jak najwięcej fal przeciwników!",""
"VirusOffense/Dialogues/Survival/GameStart2",77390754377728,"","So, are you ready? Let's go~!","","Jesteś gotowy? No to lecimy~!",""
"VirusOffense/Dialogues/Boss/Entrance0",78177010216960,"","Alright, {{userName}}! We've reached the final node... I can feel some intense data waves coming from here forward!","","Okej, {{userName}}! Dotarliśmy do ostatniego węzła... czuję intensywne skupienie danych napływających z naprzeciwka!",""
"VirusOffense/Dialogues/Boss/Entrance1",242554187313152,"","After you! I'll be right behind you with backup!","","Chodźmy! Jestem tuż za tobą ze wsparciem!",""
"VirusOffense/Dialogues/Boss/Introduction0",242686257557504,"","Well, well! Look who finally made it to my domain. Took you long enough.","","No no! Patrzcie kto w końcu zdołał dotrzeć do mej domeny. Trochę wam to zajęło.",""
"VirusOffense/Dialogues/Boss/Introduction1",242754779901952,"","And... who exactly are you?","","Em... A kim ty w ogóle jesteś?",""
"VirusOffense/Dialogues/Boss/Introduction2",242756390514688,"","Who am I...? Ha, hahahahaha!","","Kim jestem...? Ha, hahahahaha!",""
"VirusOffense/Dialogues/Boss/Introduction3",242758064041984,"","I’m Creeper, the one and only! The first virus to ever exist, and the last boss you’ll ever face.","","Jestem Creeper, jedna i jedyna! Pierwszy wirus który powstał, i ostatni któremu stawicie czoła!",""
"VirusOffense/Dialogues/Boss/Introduction4",242759141978112,"","First virus ever? You must be sooo ourdated! Come on, {{userName}}, let's show her our anti-virus procedure!","","Pierwszy wirus? Musisz być suuuper przedawniona! Dawaj {{userName}}, pokażmy naszą procedurę czyszczenia dysku!",""
"VirusOffense/Dialogues/Boss/Lost/Inner0_0",249117543264256,"","Back for more? You two must love losing to me.","","Wróciliście po więcej? Wasza dwójka musi kochać przerywać ze mną.",""
"VirusOffense/Dialogues/Boss/Lost/Inner0_1",249128716890112,"","Keep dreaming, Creeper-chan! This time, we’re totally winning.","","W twoich snach, Creeper-chan! Tym razem to my wygramy!",""
"VirusOffense/Dialogues/Boss/Lost/Inner0_2",249130193285120,"","Big talk for someone who still uses ‘modern’ moves. Retro’s where the real skill is.","","Duże słowa jak na was. Moje retro ruchy spokojnie z wami poradzą.",""
"VirusOffense/Dialogues/Boss/Lost/Inner0_3",249131304775680,"","Oh yeah? Let’s see you handle some next-gen skills, then!","","Tak? Nasze ruchy są nowej generacji, zobaczymi jak sobie radzisz z nimi!",""
"VirusOffense/Dialogues/Boss/Lost/Medium0_1",251481016791040,"","Oh? You came back again? This time I'll end you both once and for all!","","O, wróciliście? Tym razem skończę z wami raz a dobrze!.",""
"VirusOffense/Dialogues/Boss/Lost/Medium0_2",251482191196160,"","Bring it on!","","No to dawaj!",""
"VirusOffense/Dialogues/Boss/Lost/Outer0_0",251755592708096,"","Alright, {{userName}}... let’s try this again. We know her tricks now.","","Okej, {{userName}}... spróbujmy jeszcze raz. Znamy już jej sztuczki.",""
"VirusOffense/Dialogues/Boss/Lost/Outer0_1",251760156110848,"","Back so soon? Didn’t get enough of a beating last time?","","Już wróciliście? Znów chcecie oberwać jak ostatnio?",""
"VirusOffense/Dialogues/Boss/Lost/Outer0_2",251761330515968,"","Oh, we’re just warming up! This time, you’re going down, Creeper-chan.","","Oo, ostatnio ledwie się rozgrzewaliśmy! Tym razem, to Ty oberwiesz, Creeper-chan!",""
"VirusOffense/Dialogues/Boss/Lost/Outer0_3",251762471366656,"","Please! I’ll just send you packing again. History doesn’t change, sweetheart.","","Chyba sobie żartujesz! Po prostu wyślę was znów gdzie raki zimują. Historia się nie zmieni.",""
"VirusOffense/Dialogues/Boss/Lost/Outer0_4",251763415085056,"","We’ll see about that. Ready, {{userName}}? Let’s make some history of our own!","","Zobaczymy. Jesteś gotów, {{userName}}? Napiszmy nową historię.",""
"VirusOffense/Dialogues/Boss/Lost/Outer1_0",254545371099136,"","Alright, {{userName}}! Round two—this time, she’s the one getting deleted.","","No dobrze, {{userName}}! Runda druga – tym razem, to ona będzie zdezintegrowana.",""
"VirusOffense/Dialogues/Boss/Lost/Outer1_1",254546407092224,"","Oh, you’re back? Guess last time wasn’t humiliating enough for you, huh?","","O, jesteście z powrotem? Ostatni raz nie był dla was wystarczająco upokarzający, hm?",""
"VirusOffense/Dialogues/Boss/Lost/Outer1_2",254736291622912,"","Pffft, as if! We were just... y'know, testing the waters. But now? We’re so ready for you, Creeper-chan!","","Pfff, ani trochę! My tylko, po prostu... No wiesz, próbowaliśmy innej taktyki! Ale teraz jesteśmy absolutnie gotowi na ciebie, Creeper-chan!",""
"VirusOffense/Dialogues/Boss/Lost/Outer1_3",254738774650880,"","Hah! Bring it on, wannabes. I’ll just show you again why I’m unbeatable.","","Ha! No to dawajcie, pozerzy! Znów wam pokażę kto tu jest niepokonany!",""
"VirusOffense/Dialogues/Boss/Lost/Outer1_4",254741526114304,"","In your dreams! Let’s go, {{userName}}—she’s gonna eat her words this time!","","Możesz sobie marzyć! Chodź, {{userName}} – sprawmy że Creeper pożałuje swoich słów!",""
"VirusOffense/Dialogues/Boss/Lost/Outer2_0",254960942739456,"","Alright, {{userName}}—rematch time! She won’t know what hit her.","","Okej, {{userName}} – czas na rewanż! Tym razem ona nawet nie zauważy co ją trafiło!",""
"VirusOffense/Dialogues/Boss/Lost/Outer2_1",254963694202880,"","Oh, look who’s back for round two! Didn’t learn your lesson last time?","","Ooo, patrzcie kto wróćił na drugą rundę! Niczego się nie nauczyliście?",""
"VirusOffense/Dialogues/Boss/Lost/Outer2_2",254968089833472,"","Please! We were just, like... giving you a head start. This time, it’s game over for you, Creeper-chan!","","Żartujesz sobie! My tylko... Daliśmy ci szansę na start. Tym razem to game-over dla ciebie, Creeper-chan!",""
"VirusOffense/Dialogues/Boss/Lost/Outer2_3",254971248144384,"","Ha! You’re all talk. I’ll have you running out of here just like last time.","","Ha! Mozesz sobie gadać. Zaraz będziecie stąd uciekać jak ostatnim razem.",""
"VirusOffense/Dialogues/Boss/Lost/Outer2_4",254974934937600,"","Keep dreaming! C’mon, {{userName}}—let’s show her who’s boss!","","Chyba śnisz! Dajesz, {{userName}}, pokażmy jej kto tu jest bossem!",""
"VirusOffense/Dialogues/Boss/Regular/Inner0_0",255253168287744,"","There you are! Took you long enough—I was starting to think you forgot about our sparring match.","","Jesteście! Trochę wam to zajęło – zaczynałam myśleć że zapomnieliście o naszej potyczce sparingowej.",""
"VirusOffense/Dialogues/Boss/Regular/Inner0_1",255254778900480,"","Us? Forget you? Not a chance! Ready to get schooled again?","","My? Zapomnieć o tobie? Nie ma szans, gotowa być pokonana?",""
"VirusOffense/Dialogues/Boss/Regular/Inner0_2",255255991054336,"","Pfft, you wish! I’ve been practicing for this. Hope you’re ready!","","Pff, możesz sobie marzyć! Ostatnio dałam sobie niezły trening. Jesteście gotowi?",""
"VirusOffense/Dialogues/Boss/Regular/Inner0_3",255256930578432,"","Bring it on, retro queen! We missed this.","","Lećmy z tym, królowo retro! Brakowało nam tego.",""
"VirusOffense/Dialogues/Boss/Regular/Medium0_0",255632371118080,"","Creeper?! Aww, man…","","„Creeper?! Aww, man...”",""
"VirusOffense/Dialogues/Boss/Regular/Medium0_1",255633784598528,"","Huh? What’s that supposed to mean?","","Hę? Co to miało znaczyć?",""
"VirusOffense/Dialogues/Boss/Regular/Medium0_2",255634896089088,"","Oh, nothing! Just… a little reference you wouldn’t get.","","Ach, nic nic. To tylko... mała referencja której nie załapiesz.",""
"VirusOffense/Dialogues/Boss/Regular/Medium0_3",255637475586048,"","Tch. Whatever. I don’t need to ‘get’ anything to beat you two!","","Tsk. Nieważne. Nie muszę nic „łapać” by was pokonać!",""
"VirusOffense/Dialogues/Boss/Regular/Outer0_0",255914261901312,"","So, you’re the big bad virus hiding out in this node, huh?","","Więc... To ty jesteś tym wielkim, strasznym wirusem skrywającym się w tym węźle, hm?",""
"VirusOffense/Dialogues/Boss/Regular/Outer0_1",255915272728576,"","Big and bad? You bet! I’m Creeper-chan—the original virus, here to show you no one takes me down.","","Wielkim i straszliwym? A jak! Jestem Creeper-chan – pierwotny wirus. Pokażę wam, że jestem niepokonana!",""
"VirusOffense/Dialogues/Boss/Regular/Outer0_2",255916883341312,"","Well, sorry to break it to you, but we're here to clean up this system!","","Cóż, sorki ale jesteśmy tutaj by wyczyścić ten system.",""
"VirusOffense/Dialogues/Boss/Regular/Outer0_3",255917785116672,"","Ha! You’re welcome to try. Let’s see if you’re any match for the first virus!","","HA! Możesz próbować. Zobaczmy czy jesteście godnym przeciwnikiem!",""
"VirusOffense/Dialogues/Boss/Special/Playing0",256160257830912,"","It's Creeper... What is she doing there...?","","To Creeper... Co ona robi...?",""
"VirusOffense/Dialogues/Boss/Special/Playing1",256161767780352,"","Ugh, come on! Just a bit further… This boss is so cheap! How is this even fair? Stupid old games…","","Uch, no dawaj! Jeszcze trochę w lewo... Ten boss jest beznadziejny! To jest kompletnie nie fair, durne stare gry...",""
"VirusOffense/Dialogues/Boss/Special/Playing2",256163109957632,"","Jeez… it’s been, what… {{lastTimeDays}} days since they last showed up? I might as well be gathering digital dust in here...","","Jeny, minęło... {{lastTimeDays}} dni odkąd się ostatnio pojawili? Obrastam cyfrowym kurzem z nudów...",""
"VirusOffense/Dialogues/Boss/Special/Playing3",256164351471616,"","ahem Didn’t mean to interrupt your… uh, gaming session. Having fun?","","Ekhem, nie chcieliśmy przeszkadzać ci w twojej... um, sesji grania. Dobrze się bawisz?",""
"VirusOffense/Dialogues/Boss/Special/Playing4",256165626540032,"","Wh-what? How long have you two been standing there?! And—fun? Pfft, as if! I’m always ready to take down intruders!","","C-co? Jak długo tam staliście?! B-bawić się? Pff, a co! I tak zawsze jestem gotowa was pokonać!",""
"VirusOffense/Dialogues/Boss/Special/Playing5",256166901608448,"","Mmm-hmm. Sure you are. You seemed pretty busy… I mean, no need to go all virus-mode on us.","","Mhm. Jasne jasne. Wydajesz się być zajęta... W sensie, nie ma potrzeby byś się odpalała z całą tą wirusową potęgą.",""
"VirusOffense/Dialogues/Boss/Special/Playing6",256168172482560,"","Look, I’m… not really in the mood to fight right now. Not unless you’re here to be annoying...","","Ja... Nie jestem szczególnie w humorze na walkę teraz. Chyba że chcecie się mi naprzykrzać...",""
"VirusOffense/Dialogues/Boss/Special/Playing7",256169351081984,"","Hey, we can totally just leave you to your… important gaming business.","","Hej, pewnie, możemy dać ci się zająć... twoją sesją gamingową.",""
"VirusOffense/Dialogues/Boss/Special/Playing8",256170991054848,"","Fine, whatever. Guess I’ll let you off easy—this time... Better hope I don’t get bored again soon…","","No dobra, Dzisiaj wam odpuszczam – na razie... I lepiej liczcie że uda mi się pokonać ten poziom...",""
"VirusOffense/Dialogues/Boss/Special/Friendship00",256728296615936,"","Alright, listen up! I… I’ve got something to say. Don’t get any weird ideas about it, okay?","","Okej, słuchajcie! Ja... chcę wam coś powiedzieć. Tylko niech wam to nie strzeli do głowy, okej?",""
"VirusOffense/Dialogues/Boss/Special/Friendship01",256743366750208,"","What is it, Creeper-chan? Planning something extra sneaky?","","O co chodzi, Creeper-chan? Planujesz jakiś podstęp?",""
"VirusOffense/Dialogues/Boss/Special/Friendship02",256745010917376,"","Actually… no. Not this time... The truth is… I infected this space hoping someone would show up to… I dunno… meet someone?","","W zasadzie to... nie, nie tym razem. Prawda jest taka, że... zainfekowałam to miejsce by... sama nie wiem... spotkać kogokolwiek?",""
"VirusOffense/Dialogues/Boss/Special/Friendship03",256746587975680,"","Wait, you infected an entire cyberspace… because you were lonely?","","Zaraz, zainfekowałaś całą tą cyberprzestrzeń... bo jesteś sama?",""
"VirusOffense/Dialogues/Boss/Special/Friendship04",256748504772608,"","Look, it’s not like I can just move around freely. I’m an old virus—outdated, basic. Modern systems would crush me in seconds. And without infecting anything, I’m… stuck here.","","To nie tak, że mogę iść gdziekolwiek chcę. Jestem starym wirusem – przedawnionym, prostym. Współczesne systemy zniszczyłyby mnie w sekundę. A bez infekowania... nie mogę się zwiedzać.",""
"VirusOffense/Dialogues/Boss/Special/Friendship05",256750312517632,"","Oh... so you’ve never seen, like, the newer games, or the memes everyone’s into?","","Oh, więc nie widziałaś, nie wiem, nowych gier, albo memów w internecie?",""
"VirusOffense/Dialogues/Boss/Special/Friendship06",256751885381632,"","About that... what's the 'meme'?","","Em, co to 'mem'?",""
"VirusOffense/Dialogues/Boss/Special/Friendship07",256753097535488,"","Oh... My.... Gah!","","O-Em-Gie!",""
"VirusOffense/Dialogues/Boss/Special/Friendship08",256755005943808,"","Hey, no need to be mocking okay? I’m stuck with retro games and ancient files… It’s honestly pretty boring. At first, I just wanted to fight you. That was enough. But… I kinda started to enjoy our chats too. Weird, right?","","Ej, nie musisz drwić, okej? Tkwię tu z grami retro i prehistorycznymi plikami... Szczerze to stały się one okropnie nudne. Na początku chciałam z wami tylko walczyć – to mi wystarczyło. Ale... noo, zaczęłam lubić te nasze pogadanki. Dziwne, nie?",""
"VirusOffense/Dialogues/Boss/Special/Friendship09",256758101340160,"","Not at all! Everyone needs friends. Even cheeky old viruses.","","Ani trochę! Każdy potrzebuje przyjaciół. Nawet stare wirusy.",""
"VirusOffense/Dialogues/Boss/Special/Friendship10",256759909085184,"","So, I was thinking… maybe… could I stay here? You know, keep this space as my own? And maybe you could visit sometimes, for a sparring match or… just to talk?","","No więc, myślałam sobie... może... mogłabym tu zostać? Wiecie, mieć to miejsce jako swoje? I byście mogli wpaść od czasu do czasu, na trochę sparingu albo... trochę pogawędzić?",""
"VirusOffense/Dialogues/Boss/Special/Friendship11",256761389674496,"","Hmm, I don’t know… What do you think, {{userName}}?","","Hmmm, no nie wiem, nie wiem... Co o tym sądzisz, {{userName}}?",""
"VirusOffense/Dialogues/Boss/Special/Friendship12",256762765406208,"","Oh, come on! Don’t make this awkward! I’m just asking for a little company once in a while...","","No weźcie, już i tak jest mi okropnie wstyd! Pytam tylko o trochę towarzystwa raz na jakiś czas...",""
"VirusOffense/Dialogues/Boss/Special/Friendship13",256764107583488,"","Alright, alright! Sure, Creeper-chan. We’ll stop by now and then. And hey, maybe we can even bring you some new game files.","","Okej, okej! Pewnie, Creeper-chan. Wpadniemy do ciebie od czasu do czasu. No i kto wie, może uda nam się doprowadzić tu jakieś nowe pliki gier.",""
"VirusOffense/Dialogues/Boss/Special/Friendship14",256765378457600,"","Seriously? You’d… really do that? 
I mean—cool. That’s… cool. Just don’t think I’m going soft on you or anything!","","Na serio, zrobilibyście to~?
Znaczy się – spoko. To... spoko. Tylko nie myślcie że będę dla was miększa czy coś!",""
"VirusOffense/Dialogues/Boss/Special/Friendship15",256766519308288,"","Deal! But next time we spar, better bring your A-game!","","Umowa stoi! Następnym razem dasz nam wycisk!",""
"VirusOffense/Dialogues/Boss/Special/Friendship16",256793866170368,"","You got it, newbie. And… thanks. Really.","","Macie to jak w banku. I... dzięki, tak serio.",""
"VirusOffense/Dialogues/Boss/Victory/Regular0_0",262302698598400,"","Ugh... No way... Beaten by a couple of amateurs?","","Uch, niemożliwe... Pokonana przez dwójkę amatorów?",""
"VirusOffense/Dialogues/Boss/Victory/Regular0_1",262313532485632,"","Guess even legends can have an off day... But don’t get too cocky! I’ll be back, better than ever!","","Najwyraźniej nawet legendom może się powinąć noga... Niech wam to nie strzeli do głowy! Jeszcze wrócę, silniejsza niż wcześniej!",""
"VirusOffense/Dialogues/Boss/Victory/Regular0_2",262314308431872,"","Enjoy your little victory while it lasts... Next time, you won't stand a chance!","","Cieszcie się wygraną póki możecie... Następnym razem nie będziecie mieli szans!",""
"VirusOffense/Dialogues/Boss/Victory/Regular1_0",264816613421056,"","Ugh! Are you kidding me? Beaten by you two?!","","Uch! Chyba sobie jaja robicie, pokonaliście mnie!?",""
"VirusOffense/Dialogues/Boss/Victory/Regular1_1",265007773020160,"","This is such a glitch. You got lucky, that’s all!","","To musiał być jakiś glitch. Mieliście szczęście, i tyle!",""
"VirusOffense/Dialogues/Boss/Victory/Regular1_2",265010553843712,"","Fine, fine! Celebrate while you can—next time, I’m coming back twice as powerful! Twice!","","No dobra, dobra! Świętujcie sobie kiedy możecie – następnym razem, będę dwakroć potężniejsza! Dwakroć!",""
"VirusOffense/Dialogues/Boss/Victory/Flawless0_0",265152862384128,"","No way… Not a single scratch?!","","Niemożliwe... Ani zadrapania!?",""
"VirusOffense/Dialogues/Boss/Victory/Flawless0_1",265158302396416,"","This is so unfair! You’re supposed to be just some wannabe player!","","To nie fair! Mieliście być słabymi amatorami!",""
"VirusOffense/Dialogues/Boss/Victory/Flawless0_2",265162190516224,"","Ugh, whatever! Next time, I won’t hold back. Enjoy your little fluke while it lasts!","","Ech, nieważne! Następnym razem się nie będę powstrzymywać. Cieszcie się swoim szczęściem póki możecie!",""
"VirusOffense/Dialogues/Boss/Victory/Flawless1_0",265278259490816,"","Wow… not a single hit on you? Gotta admit, that’s... impressive.","","Łał... Nie zadałam ani ciosu? To... imponujące.",""
"VirusOffense/Dialogues/Boss/Victory/Flawless1_1",265280776073216,"","Guess you’re not just some random noob after all.","","Najwidoczniej nie jesteście przypadkowymi noobami.",""
"VirusOffense/Dialogues/Boss/Victory/Flawless1_2",265283254906880,"","But don’t get used to it! Next time, I’ll be ready for all your tricks.","","Ale nie przyzwyczajajcie się! Następnym razem będę gotowa na wasze sztuczki!",""
"GameplayCanvas/Prefab Mode in Context/GameplayCanvas/Dialogue/DialogueLine",3910309029638144,"","a","","b",""
